//--------------------------------------------------------------------------------------
// GENÉRICO
//--------------------------------------------------------------------------------------
gen_err												=错误
// Búsqueda de remesas y bultos
//---------------------------------------------------------------------------------------------------------------
CONTEO_SUPERVISOR_001_titulo											= 搜索汇款和包包
001_titulo_seleccion								= 选择海运/袋
001_titulo_grp_grid_seleccion						= 搜索结果
001_codigo											= 码
001_codigo_transporte											= 运输法
001_codigo_cajero									= Code ATM
001_gb_fecha_transporte								= 数据传输
001_fecha_desde										= 第一
001_fecha_hasta										= 结束
001_gb_fecha_conteo									= 日期计数
001_fecha_conteo_desde								= 第一
001_fecha_conteo_hasta								= 结束
001_remesa											= 装船
001_bulto											= 袋
001_estado											= 州
001_ingreso											= 过滤
001_estado_pendiente								= 有待
001_estado_en_curso									= 不断的
001_estado_procesado								= 处理
001_estado_rechazado								= 拒收
001_estado_reabierto								= 重新开放
001_estado_bloqueado								= Bloqueado
CONTEO_SUPERVISOR_001_estado_pendiente_tira			= Pedente Tira
001_puesto											= 邮寄
001_msg_no_hay_registros_titulo						= 有没有记录
001_msg_fechas										= 结束日期不能小于开始日期。
001_col_cod_transporte						= 运输代号
001_col_cod_remesa									= 院内送货
001_col_cod_bulto									= 院内袋
001_col_cliente										= 顾客
001_col_subcliente									= 子客户端
001_col_punto_servicio								= 服务点
001_col_canal										= 渠道
001_col_subcanal									= 子信道
001_col_fecha										= 日期T.
001_col_fecha_conteo								= C.日期
001_col_estado										= 州
001_col_habilitar									= 启用
001_col_deshacer_reapertura							= 撤消重开。
001_msg_sem_registros								= 目前还没有通知过滤器的出货量/袋。
001_btn_ver											= 及表演
001_btn_cancelar									= 取消
001_usuario											= 用户
001_cod_puesto										= 守则之旅
001_estado_remesa_eliminado							= 撇
001_estado_remesa_em_curso							= 不断的
001_estado_remesa_enviado							= 发送
001_estado_remesa_modificado_sup					= 改性监事
001_estado_remesa_pendente							= 有待
001_estado_remesa_procesado							= 处理
001_estado_remesa_rechazado							= 拒收
001_estado_remesa_rechazar_conteo					= 下降计数
001_estado_remesa_rechazar_retirado					= 撤回
001_estado_remesa_rechazar_reaberto				= 重新开放
001_estado_remesa_enviado_saldos					= 结余发货
001_carga_previa									= 负载预览
001_bultonaoselecionado								= 无法加载加载画面预览。没有被选中袋。
001_btn_cambiarContrasena							= 与更改超级用户密码
001_estado_remesa_no_enviado_legado					= 出货遗产
001_estado_remesa_no_enviado_saldos					= 结余发货
001_msg_remesa_cuenta_por_bulto						= 一批通过快递选定的帐户。必须选择与工作袋。
001_btn_activar_puesto								= 开/关旅游
001_btn_deshacer_reapertura							= 撤消和重开
001_btn_habilitar                                   = 与启用
001_msg_remesarechazada								= 选择的装运无法显示，因为你的状态被重新打开或拒绝。
001_msg_registro_rehabilitar_selecionado			= 只有领域“启用”DEVEN标记。
001_msg_registro_deshacer_selecionado				= 只有领域的待办事项重开DEVEN标记。
001_btn_mon_imp_cpe									= 显示器及IMPO。 CPE

//---------------------------------------------------------------------------------------------------------------
// Billetes Falsos
//---------------------------------------------------------------------------------------------------------------
CONTEO_SUPERVISOR_002_titulo											= 假票据
002_col_divisa										= 座右铭
002_col_denominaciones								= DENOM。
002_col_num_serie									= 编号
002_col_num_plancha 								= 普朗克号
002_col_elimina										= 琳。
002_msg_excluir										= 真的要删除所选的音符？
002_msg_cancelar_exclusao							= 要清除的票吗？
002_msg_cancelar									= 更改将会丢失。确认注销的变化吗？

//---------------------------------------------------------------------------------------------------------------
// Monedas Falsas
//---------------------------------------------------------------------------------------------------------------
CONTEO_SUPERVISOR_003_titulo											= 伪币
003_col_divisa										= 座右铭
003_col_denominaciones								= DENOM。
003_col_unidades									= 单位
003_col_elimina										= 琳。
003_msg_excluir										= 真的要删除所选的货币吗？
003_msg_cancelar_exclusao							= 要清除的硬币吗？
003_msg_cancelar									= 更改将会丢失。确认注销的变化吗？

//---------------------------------------------------------------------------------------------------------------
//Pantalla Datos De Conteo, Declarados e Iac
//---------------------------------------------------------------------------------------------------------------
004_Titulo											= 修改计数，宣和IAC
004_btn_grabar										= 实录
CONTEO_SUPERVISOR_004_btn_cancelar					= 与取消
004_btn_busqueda_avanzada							= 高级搜索
004_btn_cambiar_declarado_remesa					= 變化裝運聲明
004_btn_cambiar_declarado_butlo						= 更改申報袋
004_btn_vista_simples								= 简单和Vista
004_lista_bultos									= 列表袋
004_col_cod_precinto								= 代码密封件
004_col_cod_estado									= 州
004_col_qtde_parciais								= 部分数量
004_col_fecha_proceso								= 数据处理
004_col_usuario										= 用户
004_col_eliminar_bulto								= 琳。
004_col_reabrir_bulto								= 重开
004_msg_excluir_bulto								= 真的要删除所选袋？
004_msg_desmarca_bulto								= 想要清楚袋？
004_msg_guardar_bulto								= 您必须保存，然后再选择另一个袋。想取消您更改吗？
004_msg_guardar_bulto_obrig							= 您必须保存，然后再选择另一个袋。
004_msg_guardar_sem_saldo							= 想节省装运没有相关的平衡？
004_msg_comentario_obrigatorio						= 您必须完成实地审查。
004_msg_remesa_alterou_estado						= 无法显示的发送。在另一篇文章中，他们的状态已经改变，这是可能的。
004_msg_remesa_alterada_sucesso						= 数据已成功更新！
004_btn_agregarDivisa								= 添加货币
004_msg_reinicio_conteo								= 它是安全的重新装运？如果是，修改后的数据将会丢失，在计数中。
004_msg_reinicio_bulto								= 重新打开袋子它是安全的？如果是，小袋计数在修改后的数据将会丢失。
004_msg_eliminar_bulto								= 它是安全的消除眼袋？如果是，小袋计数在修改后的数据将会丢失。
004_msg_reinicio_parcial							= 重新参加安全？如果是，在计数的部分修改后的数据将丢失。
004_msg_eliminar_parcial							= 它是安全的，以消除部分？如果是，在计数的部分修改后的数据将丢失。
004_msg_guardar_parcial								= 你必须选择之前保存的另一部分。要取消前面部分的变化吗？
004_msg_Comentario									= Comentário é obrigatório.

//------------------------------------------------------------------------------------------------------------
// ucDatosCliente
//------------------------------------------------------------------------------------------------------------
004_gb_datos_cliente								= 客户数据
004_col_codigo_cliente								= 鳕鱼。顾客
004_col_cliente										= 顾客
004_col_codigo_subcliente							= 鳕鱼。子客户端
004_col_subcliente									= 子客户端
004_col_codigo_punto_servicio						= 鳕鱼。 PTO。
004_col_punto_servicio								= 服务点
004_col_canal										= 渠道
004_col_subcanal									= 子信道

//------------------------------------------------------------------------------------------------------------
// ucDatosRemesa
//------------------------------------------------------------------------------------------------------------
004_gb_datos_remesa									= 汇款数据
004_col_codigo_precinto								= 代码密封出货
004_col_codigo_precinto_bulto						= 代码密封袋
004_col_codigo_transporte							= 运输代号
004_col_fecha_transporte							= 数据传输
004_col_fecha_conteo								= 日期计数
004_col_estado										= 州
004_col_cantidad_bultos								= 数量袋
004_col_cantidad_parciales							= 部分数量
004_col_tipo										= 类型
004_col_eliminar									= 消除
004_col_reabrir										= 重开
004_col_cajero										= Code ATM
004_tipo_remesa_interno								= 内部
004_tipo_remesa_externo								= 外部
004_msg_excluir										= 真的要删除所选装运？
004_msg_aceptar										= 这些数据将被永久删除。真的要删除吗？
004_msg_reinicio_remesa								= 它是安全的重新装运？如果是，在计数的装运修改后的数据将会丢失。
004_col_tipo_impresion								= 打印類型
004_col_impresionAutomatica							= 自動打印
004_clave											= 关键
004_tarjeta											= 卡
004_gb_busqueda									= 搜索
004_gb_tarjeta									= 副卡
004_cod_valor_etiqueta						= Etiqueta
004_cod_valor_tarjeta						= Cartão
//------------------------------------------------------------------------------------------------------------
// ucEfectivoConteo
//------------------------------------------------------------------------------------------------------------
004_Billete											= 门票
004_Moneda											= 硬币
004_DenominacionNombre								= 面值
004_Unidades										= 单位
004_Maquina											= 机
004_Manual											= 手册
004_Total											= 总
004_Totales											= 總
004_Falsos											= 假
004_Detalles										= 详细信息
004_TotalBilletes									= 總門票
004_TotalMonedas									= 硬幣總
004_msg_titulomensagem								= 验证数字
004_inteirovaziogrande 								= 输入的值不能为空或大于2147483647！
004_Deteriorado										= 坏
004_Rechazo											= Reject
004_MaquinaMecanizado								= Mac. Mec.
004_totalgeneral									= 累計

//------------------------------------------------------------------------------------------------------------
// ucMedioPago
//------------------------------------------------------------------------------------------------------------
004_tipo_medio_pago									= 类型付款方法
004_divisa											= 座右铭
004_importe											= 进口
004_cantidad										= 量
004_datos											= 数据
004_TotalImporte									= 总进口

//------------------------------------------------------------------------------------------------------------
// ucMedioPago
//------------------------------------------------------------------------------------------------------------
004_Cheque											= 查
004_Ticket											= 票
004_OtroValor										= 另一种价值

//---------------------------------------------------------------------------------------------------------------
// Busqueda Avanzada
//---------------------------------------------------------------------------------------------------------------
CONTEO_SUPERVISOR_005_titulo											= 高级搜索
005_btn_grabar										= 实录
005_btn_cancelar									= 与取消

//---------------------------------------------------------------------------------------------------------------
// ucComentario
//---------------------------------------------------------------------------------------------------------------
006_grp_comentario_parcial							= 部分审查
006_grp_comentario_bulto							= 评论袋
006_grp_comentario_remesa							= 评论出货

//---------------------------------------------------------------------------------------------------------------
// ucFiltroParciales
//---------------------------------------------------------------------------------------------------------------
007_grbfiltro_parciales								= 部分过滤器
007_msg_mascara										= 掩盖终止无效“{0}”知情。
007_msg_algoritmo									= 验证了算法并没有结束“{0}”知情。

//---------------------------------------------------------------------------------------------------------------
// Habilita remesas/bultos
//---------------------------------------------------------------------------------------------------------------
CONTEO_SUPERVISOR_008_titulo                                          = 搜索汇款和包包
008_titulo_seleccion                                = 选择海运/袋
008_titulo_grp_grid_seleccion                       = 拒绝袋
008_codigo                                          = 码
008_cliente                                         = 顾客
008_fecha_desde                                     = 开始日期
008_fecha_hasta                                     = 日期顺序
008_remesa                                          = 装船
008_bulto                                           = 袋
008_estado                                          = 州
008_ingreso                                         = 过滤
008_estado_pendiente                                = 有待
008_estado_en_curso                                 = 不断的
008_estado_procesado                                = 处理
008_estado_rechazado                                = 拒收
008_estado_asignado                                 = 关联
008_estado_enviado_legado                           = 发布遗产
008_estado_rechazar_conteo                          = 下降计数
008_estado_retirado                                 = 撤回
008_estado_enviado                                  = 发送
008_puesto                                          = 邮寄
008_msg_no_hay_registros_titulo                     = 有没有记录
008_msg_fechas                                      = 结束日期不能小于开始日期。
008_col_cod_remesa                                  = 推荐码
008_col_cod_bulto                                   = 代码袋
008_col_cliente                                     = 顾客
008_col_subcliente                                  = 子客户端
008_col_punto_servicio                              = 服务点
008_col_canal                                       = 渠道
008_col_fecha                                       = 日期T.
008_col_fecha_conteo								= C.日期
008_msg_sem_registros                               = 目前还没有通知过滤器的出货量/袋。
008_btn_habilitar                                   = 与启用
008_usuario                                         = 用户
008_msg_habilitar                                   = 没有项目被选中。
008_caption_habilitar                               = 启用袋
008_msg_sucesso                                     = 袋平反成功！
008_caption_sucesso                                 = 修复袋
008_msg_error                                       = 袋（次），修复（补）：{0}
008_caption_error                                   = 修复袋
008_msg_remesa_no_reabierta							= 转介不会重新开启。

//---------------------------------------------------------------------------------------------------------------
// ucListaParciales
//---------------------------------------------------------------------------------------------------------------
009_grblista_parciales								= 部分名单
009_col_num_parcial									= 订单号
009_col_estado										= 州
009_col_fecha_proceso								= 数据处理
009_col_eliminar									= 琳。
009_col_reabrir										= 重开
009_col_intervencion								= 发生率
009_msg_excluir										= 真的要删除选定的部分吗？
009_msg_mascara										= 掩盖终止无效“{0}”知情。
009_msg_algoritmo									= 验证了算法并没有结束“{0}”知情。
009_msg_confirma									= 你必须选择之前保存的另一部分。想取消您更改吗？
009_estado_asignado									= 分配
009_estado_eliminado								= 撇
009_estado_pendente									= 有待
009_estado_procesado								= 处理
009_estado_reaberto									= 重新开放
009_msg_desmarca_parcial							= 要清除的部分？
009_msg_campo_clave_item							= 重点领域：{0}，值：{1}
009_msg_campo_clave_duplicado_bulto					= 已经有一个小袋值（键）：{0}
009_msg_seleccionar_depues_de_grabar				= Solo es possible seleccionar otra parcial depues de grabar los datos atuales

//---------------------------------------------------------------------------------------------------------------
// ucDeclarados
//---------------------------------------------------------------------------------------------------------------
011_grp_declarado_parcial							= 宣布了部分的编号{0}
011_grp_declarado_remesa							= 申报一批编号{0}
011_grp_declarado_bulto 							= 申报袋编号{0}
011_col_agrupacion									= 分组
011_col_importe										= 进口
011_col_divisa										= 座右铭
011_col_medio_pago									= 付款方法
011_TextoImporteEfectivo							= 有效
011_TextoImporteCheque								= 查
011_TextoImporteTicket								= 票
011_TextoImporteOtroValor							= 另一种价值
011_TextoImporteTotal								= 总
011_col_declarado_remesa							= 申报一批
011_col_declarado_bulto 							= 申报袋
011_row_parciales									= 局部的
011_col_SumDecParc									= 总和。部分12月
011_col_SumDecParcMenDec							= 总和。部分1至12月的
011_011_col_tipo_medio_pago							= 類型

//---------------------------------------------------------------------------------------------------------------
// TELA DE DIFERENCIAS
//---------------------------------------------------------------------------------------------------------------
CONTEO_SUPERVISOR_010_form_diferencias								= 差异清零
CONTEO_SUPERVISOR_010_StrComentarioDetMas								= {0} {1}单位的货币{2}
CONTEO_SUPERVISOR_010_StrComentarioDetMenos							= {0} {1}单位的货币{2}少
CONTEO_SUPERVISOR_010_StrComentarioDetSob			= 剩余 - {0} {1} 单位 {2}
CONTEO_SUPERVISOR_010_StrComentarioDetFal			= 失踪 - {0} {1} 单位 {2}
CONTEO_SUPERVISOR_010_StrComentarioMedioPagoSob		= 剩余 - {0} {1} {2} {3}
CONTEO_SUPERVISOR_010_StrComentarioMedioPagoFal		= 失踪 - {0} {1} {2} {3}
CONTEO_SUPERVISOR_010_StrComentarioTarjetaSob		= 剩余 - {0} {1} {2} {3} 单位
CONTEO_SUPERVISOR_010_StrComentarioTarjetaFal		= 失踪 - {0} {1} {2} {3} 单位

//---------------------------------------------------------------------------------------------------------------
//TELA DETALLE MEDIO PAGO
//---------------------------------------------------------------------------------------------------------------
012_cancelar										= 取消
012_Volver											= ＆返回
012_Importe											= 进口
012_Cantidad										= 量
012_Total											= 总
012_Eliminar_Fila									= 删除
012_erro_validar									= 现场验证错误。
012_mascara_invalida								= 无效的面膜
012_algoritmo_invalido								= 无效的算法

//---------------------------------------------------------------------------------------------------------------
// PANTALLA DETALLE FALSOS
//---------------------------------------------------------------------------------------------------------------
013_titulodetallefalsos								= 详细的虚假
013_gbDetalleFalsos									= 详细的虚假
013_colCantidad										= 量
013_colDenominacion									= 面值
013_colSerie										= 流水号
013_colImporte										= 总
CONTEO_013_btnAceptar								= 接受＆
013_Billete											= 票
013_Moneda											= 货币

-----------------------------------------------------------------------------------------------------------------
//TELA BILLETE FALSOS
-----------------------------------------------------------------------------------------------------------------
CONTEO_SUPERVISOR_015_CampoInvalido									= 字段的值{0}是无效的。

//---------------------------------------------------------------------------------------------------------------
// PANTALLA CARGA PREVIA
//---------------------------------------------------------------------------------------------------------------
054_titulo											= 负载预览
054_btncargar										= 和负载
054_btncancelar										= 取消
054_errovalidacao									= 验证错误
054_erro_validaestadoremesa							= 您不能承载负荷袋前或装运已处理。
054_erro_caracteristica_cargapreviamanual			= 袋或航运是没有配置，添加信息加载预览。
054_erro_caracteristica_conteoporremesa				= 转介选择的快递帐号。必须选择袋与以前的屏幕上工作。
054_datosremesanaoencontrada						= 没有托运发现根据报告参数。
054_msgverificasumatoriadeclarados					= 总和的所有声明部分ingressadas是从总宣示袋或装运的总和不同。
SupervisorConteo_054_msg_cantidadParcialesDivergente = La cantidad de parciales informados difiere de la cantidad de parciales relacionados.
054_msgcambiardatosingresados						= 想留在屏幕上输入的值更改？
054_msg_quant_parciales                             = 部分联接的量报出数不同。
054_msg_quant_parciais_rechazo                      = 应被告知至少{0}，{1}的部分。
054_msg_quant_parciais_min		                    = 应告知至少{0}部分。
054_msg_quant_parciais_max		                    = 你不能改变部分的金额。已经达到的最高金额。
054_msg_parcial_rechazo								= 的部分不能被修改，因为它已被从其他部分的推断。
054_msg_erro_divisa									= 货币配置不正确。
054_msg_guravou_parciales							= 谐音正确地记录下来。
054_msg_remesa_cuenta_por_bulto						= 一批通过快递选定的帐户。必须选择袋，与以前的屏幕上工作。
054_msg_quantidade_parciais_rechazo					= 已经被加载的部分尾矿。这是不可能的加载更多的部分。
054_msg_erro_divisa_indisponivel					= （五）发送（bulto）是在预压的方法，不允许帐户不是有效的。
054_btn_revisar_declarados_parciales				= 回顾与部分宣布
054_btn_actualizar_declarado_remesa_bulto			= 宣布优惠刷新/袋
054_btn_ignorar_diferencia_cerrar					= 忽略差异和结束
054_msg_parcial_excluido									= 部分删除成功。
054_msg_remesa_mecanizada_encontrada				= Código de Cartão encontrado em uma remessa  não Processada
054_msg_parcial_en_curo								= A sangria já está sendo contada.
054_msg_remesa_sem_TipoTrabajoRM					= La remesa no tiene el término de IAC "TipoTrabajoRM" configurado.
054_msg_valor_termino_obrigatorio					= El valor término no puede ser vacío.
SUPERVISOR_CONTEO_054_msg_parcial_no_encontrado		= El parcial {0} no fue encontrado.
SUPERVISOR_CONTEO_054_msg_IDMecanizadoNoEncontrado  = No fue encontrado el termino identificador mecanizado.
SUPERVISOR_CONTEO_054_AnadirDivisa					= A&gregar Divisas
SUPERVISOR_CONTEO_054_DeclaradoRemesa				= Alterar Declarado &Remesa
SUPERVISOR_CONTEO_054_DeclaradoBulto				= Alterar Declarado &Bulto
SUPERVISOR_CONTEO_054_DatosIAC						= &Datos IAC
SUPERVISOR_CONTEO_054_InformacionesRemesa			= Informaciones Remesa
SUPERVISOR_CONTEO_054_DiferenciasDetallado			= Ocurre diferencias entre los declarados detallados.
SUPERVISOR_CONTEO_054_Recibo						= Recibo
SUPERVISOR_CONTEO_054_Lote							= Lote
SUPERVISOR_CONTEO_054_Valor							= Valor

//---------------------------------------------------------------------------------------------------------------
// TELA DIFERENCIAS DETALLADAS
//---------------------------------------------------------------------------------------------------------------

CONTEO_SUPERVISOR_026_espana_col_contenedores_contenedor				= 水平

//------------------------------------------------------------------------------------------------------------
// ucDatosBulto
//------------------------------------------------------------------------------------------------------------
055_gb_datos_bulto									= 资料袋
055_col_codigo_precinto								= 代码密封件
055_col_codigo_transporte							= 运输代号
055_col_fecha_transporte							= 数据传输
055_col_cantidad_parciales							= 部分数量

//------------------------------------------------------------------------------------------------------------
// ucListaParcialxIAC
//------------------------------------------------------------------------------------------------------------
056_gb_listaparciaisxiac							= 部分名单
056_col_num_parcial									= 订单号
056_col_botaoeditar									= 编辑
056_msg_excluir										= 真的要删除选定的部分吗？
056_col_excluir										= 删除
056_col_imprimir									= I&mprimir
056_col_imprimir_todos								= Imprimir Todos
056_total											= Total
056_asociados										= Associados
056_pendientes										= Pendentes
056_msg_parcial_edicion								= Parcial no fue salvo. ¿Perder modificaciones del parcial en edición?

//------------------------------------------------------------------------------------------------------------
// TELA CONSULTA PARCIALES
//------------------------------------------------------------------------------------------------------------

//------------------------------------------------------------------------------------------------------------
// TELA DETALLE MEDIO PAGO
//------------------------------------------------------------------------------------------------------------

//------------------------------------------------------------------------------------------------------------
// TELA INGRESSO DECLARADO IAC
//------------------------------------------------------------------------------------------------------------
CONTEO_SUPERVISOR_045_titulo_tela                                     = 加载IAC并宣布
CONTEO_SUPERVISOR_045_dados_adicionais_parcial                        = 其他信息客户端
CONTEO_SUPERVISOR_045_grid_iac                                        = 结束
045_declarado_parcial                               = 宣布了部分的编号{0}
045_parcial				                            = Parcial N° {0}
CONTEO_SUPERVISOR_045_grid_medio_pago                                 = 支付手段
045_btn_siguiente                                   = ＆下一页
045_btn_cancelar									= &Cancelar
CONTEO_SUPERVISOR_045_btn_concepto                                    = A＆DD货币
045_campo_clave										= 强制性的重点领域
045_campo_clave_msg									= 场（次）键（S）：
045_parcial_inserido                                = 已达到指定的部分的量。部分屏幕不留。
045_parcial_inserido_abrev                          = 已达到指定的部分的量。
045_msg_termino_obligatorio							= O campo de IAC {0} é obrigatório. 


//------------------------------------------------------------------------------------------------------------
// USER CONTROL ucDeclarado
//------------------------------------------------------------------------------------------------------------
CONTEO_SUPERVISOR_003_btnaceptar										= 接受＆
CONTEO_SUPERVISOR_003_numericoinvalido								= 输入的值是不是一个有效的数字。
CONTEO_SUPERVISOR_003_inteirovaziogrande 								= 输入的值不能为空或大于2147483647。

//------------------------------------------------------------------------------------------------------------
//USER CONTROL ucDatosParcial
//------------------------------------------------------------------------------------------------------------

//------------------------------------------------------------------------------------------------------------
// TELA SENHA SUPERVISOR
//------------------------------------------------------------------------------------------------------------
023_cmb_categorizacao								= 选择

//------------------------------------------------------------------------------------------------------------
// INFORMAR DECLARADO PARCIAL
//------------------------------------------------------------------------------------------------------------

//------------------------------------------------------------------------------------------------------------
// PATALLA AGREGAR DIVISAS
//------------------------------------------------------------------------------------------------------------

//USER CONTROL ucEfetivoATM
049_coldenominacion									= 面值
049_colcantidadcargada								= 扣除额
049_colimportecargado								= 导入加载
049_colcantidadentregada							= 交付数量
049_colimporteentregado								= 导入交付
049_colcantidadrechazada							= 被拒绝的数量
049_colimporterechazado								= 导入拒收
049_totalatm										= 总计ATM
049_valida_multiplo_denom							= 输入的号码必须是{0}的倍数。
049_valida_declarados_total							= 它是强制性的负载值。如果证明ATM状态也必须告知交付和/或值下降。
049_valida_declarados_total_tarjeta					= 它是强制性的负载值。如果证明ATM状态也必须告知交付，拒绝值和/或其他款项。
049_quantidade_overflow								= 通过转化的金额数量金额超过最大值为2147483647。

//------------------------------------------------------------------------------------------------------------
// PATALLA CAMBIAR CONTRASEÑA SUPERVISOR
//------------------------------------------------------------------------------------------------------------
CONTEO_SUPERVISOR_060_titulo											= 更改超级用户密码
060_lbl_usuario										= 用户
060_lbl_contrasena									= 用户密码
060_lbl_contraSena_supervisorAntigua				= 原监事密码
060_lbl_contraSena_supervisorNueva					= 新的监督者密码
060_lbl_Confirmacion_contrasenaSupervisor			= 确认新密码
060_btn_CambiarContraSena							= 修改和密码
060_btn_grabar										= 記錄
060_btn_cancelar									= 取消
060_msg_contrasenaSupervisor						= 新的监督者密码和确认密码必须是平等的。
060_msg_confirmacionContrasena_vacia				= 确认密码
060_msg_contrasenaNueva_vacia						= 新的监督者密码
060_msg_contrasenaUsuario_Vacia						= 用户密码
060_grp_datosSupervisor								= 数据监事
060_msg_contrasena_invalida							= 当前的用户或密码无效。
060_msg_contrasena_modificada						= 超级用户密码成功更改。

//------------------------------------------------------------------------------------------------------------
// Genéricos
//------------------------------------------------------------------------------------------------------------


//------------------------------------------------------------------------------------------------------------
// USER CONTROL _ucDatosDeclarados
//------------------------------------------------------------------------------------------------------------
_003_gb_comentario									= 评论{0}
_003_gb_declarados									= 声明{0} {1}号
_003_col_tipo_medio_pago							= 類型
_003_col_medio_pago									= 付款方法
_003_col_divisa										= 座右铭
_003_col_denominacion								= 面值
_003_col_declarado_contenedor						= 十二月{0}
_003_col_soma_declarados_parciais					= 总和。部分12月
_003_col_contado									= 计数
_003_col_contado_menos_declarado					= 计数 - 12月
_003_col_soma_declarado_parciais_menos_declarado	= 总和。 12月公园。年 - 12月
_003_col_contado_menos_soma_declarado_parciais		= 计数 - 总和。 12月公园。
_003_col_quantidade_falsos							= 泉涌。假
_003_col_agrupacion									= 分组
_003_col_valor_declarado							= 申报价值
_003_col_valor_contato								= 计数值
_003_col_diferencas									= 差异
_003_col_numero_parciales							= 局部的
_003_msg_divisa_no_existe								= CodigoIsoDivisa {0}不存在在xml货币。
_003_msg_parametro_no_configurado					= El parámetro '{0}' no está configurado. Verifique las configuraciones en el módulo IAC para seguir con el flujo.
_003_msg_parametro_subcanal_distintos				= La remesa tiene el subcanal '{0}' que no es uno de los configurados en los parámetros 'SubcanalDispensador' ({1}), 'SubcanalIngresador' ({2}) y 'SubcanalDeposito' ({3}) en el módulo de IAC.
_003_msg_remesa_vacio								= La remesa está vacia.
_003_msg_remesa_sin_bulto							= La remesa está sin bultos.
_003_cambiar_declarado								= Cambiar Declarado
_003_total_detalle									= 全部细节

//------------------------------------------------------------------------------------------------------------
// USER CONTROL _ucDatosContenedorIAC
//------------------------------------------------------------------------------------------------------------

_004_gb_datos_contenedor							= 数据{0}
_004_gb_datos_contenedor_iac_parcial				= 从IAC的部分数据
_004_gb_datos_contenedor_iac_bulto					= 数据IAC Bulto
_004_gb_datos_contenedor_iac_remesa					= IAC Remesa数据
_004_col_identificador_contenedor					= Identif。集装箱
_004_col_intervenciones								= 干预。
_004_col_estado										= 州
_004_col_fecha_proceso								= 数据处理
_004_msg_chaves_duplicadas							= 键字段值已经存在。
_004_msg_campo_clave_item							= 重点领域：{0}，值：{1}
_004_msg_campo_clave_duplicado						= 已经有一个部分值（键）：{0}
_004_msg_campo_clave_duplicado_bulto			= 已经有一个小袋值（键）：{0}
_004_col_statusext	=	外部状态
_004_titulo_msg_intervencoes	= 介入
_004_titulo_msg_statusext	= 外部状态
_006_col_statusext		= 外部状态
_006_titulo_msg_statusext	= 外部状态
_006_titulo_msg_intervencoes	= 介入

//------------------------------------------------------------------------------------------------------------
// USER CONTROL _ucFiltroParciales
//------------------------------------------------------------------------------------------------------------

_005_gb_filtro_parciales							= 部分过滤器

//------------------------------------------------------------------------------------------------------------
// USER CONTROL _ucListaContenedor
//------------------------------------------------------------------------------------------------------------

_006_gb_lista_contenedor							= 名单{0}
_006_col_codigo_precinto							= 代码专用区
_006_col_numero_ordem								= 奥登号
_006_col_intervenciones								= 干预。
_006_col_estado										= 州
_006_col_intentos									= 数量。尝试
_006_col_des_erro									= 错误消息
_006_col_cantidad_parciales							= 部分数量
_006_col_fecha_conteo								= 日期计数
_006_col_puesto										= 邮寄
_006_col_usuario									= 用户
_006_col_modificar_contenedor						= 修改{0}
_006_col_eliminar									= 琳。
_006_col_reabrir									= 重开

//------------------------------------------------------------------------------------------------------------
// PATALLA ACTIVAR DESACTIVAR PUESTO
//------------------------------------------------------------------------------------------------------------
061_titulo											= 启用/禁用计数站
061_grp_filtro										= 过滤
061_lbl_lineas										= 每页行
061_btn_buscar										= 和搜索
061_lbl_seleccionar_todos							= 全选
061_grd_lbl_activo									= 活性
061_grd_lbl_puesto									= Nº旅游
061_grd_lbl_status									= 亚视/ 12月
061_lbl_pagina										= 页
061_lbl_total_pagina								= {0}
061_btn_aceptar										= 接受＆
061_btn_cancelar									= 取消
061_btn_volver										= ＆返回
061_msg_sucesso										= 数据已成功更新！
061_msg_sin_puestos									= 在数据库中有没有工作。请稍后再试。

//------------------------------------------------------------------------------------------------------------
// REPORTE PARTE DIFERENCIAS
//------------------------------------------------------------------------------------------------------------

CONTEO_SUPERVISOR_062_msg_imprimir_reporte                            = 想要打印的报告吗？
CONTEO_SUPERVISOR_062_errogerarpdf								    = 生成PDF文件时发生错误。详细说明：{0}


//------------------------------------------------------------------------------------------------------------
// REPORTE COMENTARIOS
//------------------------------------------------------------------------------------------------------------


//------------------------------------------------------------------------------------------------------------
// REPORTE JUSTIFICATIVA SUPERVISOR
//------------------------------------------------------------------------------------------------------------
     
CONTEO_SUPERVISOR_rpt_064_lbl_titulo_empresa							= 巴西PROSEGUR的S / A

//------------------------------------------------------------------------------------------------------------
// USER CONTROL _ucDatosParcializacion
//------------------------------------------------------------------------------------------------------------
_014_gb_datos_parcializacion						= 数据partialization
_014_col_numero_precinto							= 数印章
_014_col_numero_bulto								= 密封袋
_014_col_estado_bulto								= 国家袋
_014_col_numero_parciales							= 数部分
_014_col_numero_parciales_procesadas				= 部分货号PROC。
_014_col_puesto_trabajo								= 办公桌

//---------------------------------------------------------------------------------------------------------------
// Tela Monitor Carga Previa Eletronica
//---------------------------------------------------------------------------------------------------------------
065_titulo_mcpe										= 上一页电子负载监控
065_gpb_criteriobusca								= 搜索条件
065_gpb_detalhes									= 详情进口
065_gpb_fecha_imp									= 数据导入
065_lbl_cliente										= 顾客
065_lbl_subcliente									= 子客户端
065_lbl_ptoserv										= PTO。 │。
065_lbl_fechadesde									= 第一
065_lbl_fechahasta									= 结束
065_lbl_fecha_transporte							= 数据传输
